age,annual_income,gender,city_tier,website_visits_last_30d,pages_per_visit,avg_session_duration_min,cart_additions_last_30d,previous_purchases,email_opened,email_clicked,sms_clicked,ad_clicked,campaign_channel,campaign_type,discount_percentage,product_price,days_since_last_purchase,loyalty_member,converted
64,49625,Male,Tier 1,8,2.56,5.49,2,4,0,0,0,0,Search Ads,Discount,5,67.33,49,1,0
49,59932,Male,Tier 1,3,5.51,6.15,1,0,1,0,0,1,Email,Discount,15,104.05,731,0,0
27,57734,Male,Tier 1,5,3.86,6.7,0,5,1,1,0,0,Search Ads,Retargeting,10,64.65,177,0,0
33,77587,Female,Tier 1,9,5.29,6.6,0,7,0,0,0,1,Social,New Arrival,5,62.98,19,1,0
24,50822,Male,Tier 1,6,3.06,7.34,4,3,1,0,0,0,Social,Seasonal,25,80.17,37,0,1
34,75963,Male,Tier 1,15,5.17,0.94,2,1,1,1,0,0,Email,Discount,20,107.25,49,1,1
40,68180,Female,Tier 1,9,2.79,2.51,2,3,0,0,0,1,Search Ads,Retargeting,10,87.09,134,0,1
43,51159,Female,Tier 3,6,6.47,5.93,1,5,1,0,0,0,Email,Discount,20,69.24,64,0,0
38,66784,Male,Tier 1,7,3.88,5.73,1,3,0,0,0,1,Social,Retargeting,30,64.6,151,1,0
39,46481,Male,Tier 3,8,3.35,3.47,1,5,0,0,0,0,Search Ads,Discount,10,73.74,31,1,0
24,97304,Female,Tier 1,3,2.24,4.83,0,4,0,0,0,0,Email,Discount,10,96.36,53,1,0
31,18000,Male,Tier 2,8,4.25,3.85,0,5,0,0,1,0,Search Ads,Retargeting,30,47.79,33,0,1
32,67113,Male,Tier 3,7,3.78,6.68,1,3,0,0,0,0,Social,New Arrival,5,60.16,17,0,0
24,23237,Female,Tier 1,8,1.99,3.72,1,3,1,0,0,0,Social,New Arrival,0,103.68,65,0,0
26,50938,Female,Tier 1,4,2.9,5.93,0,2,0,0,0,0,Search Ads,Retargeting,15,55.19,67,1,1
68,53459,Female,Tier 1,5,1.07,7.55,3,4,0,0,1,0,Social,New Arrival,15,62.73,173,1,1
65,82137,Male,Tier 1,4,2.31,3.76,1,3,0,0,0,0,SMS,Retargeting,0,79.07,88,0,0
25,42541,Male,Tier 3,7,3.82,2.82,0,2,1,1,0,0,Social,Discount,10,55.61,37,0,0
67,78544,Female,Tier 3,4,4.53,3.98,4,2,0,0,0,0,Social,Retargeting,10,66.2,92,0,1
40,33781,Male,Tier 1,8,3.51,3.76,1,3,1,0,0,0,Email,Retargeting,25,83.98,27,1,0
46,79240,Female,Tier 1,9,4.71,5.58,1,1,1,0,0,0,Email,New Arrival,20,101.53,148,1,0
35,46462,Female,Tier 1,6,2.56,2.1,1,2,1,1,0,0,Email,Discount,25,57.07,170,0,0
48,56322,Male,Tier 1,9,4.67,8.71,1,4,0,0,0,0,Email,Discount,10,55.37,153,0,1
47,48945,Female,Tier 2,6,3.88,2.99,4,0,0,0,0,0,Social,Discount,10,114.2,287,0,0
69,78083,Female,Tier 1,6,3.69,2.8,0,4,1,0,0,0,Email,Discount,15,60.56,70,0,1
56,74579,Female,Tier 2,10,3.99,5.62,2,2,1,0,0,0,Email,Seasonal,0,57.54,179,0,0
52,62983,Male,Tier 1,6,3.1,5.25,2,2,0,0,0,0,SMS,Seasonal,5,20.11,110,0,0
35,34266,Male,Tier 1,4,1.7,8.24,2,2,0,0,0,0,Search Ads,New Arrival,5,113.21,167,0,0
59,42130,Female,Tier 2,10,2.43,4.95,1,1,1,1,0,0,Email,Discount,0,121.25,121,1,0
56,36486,Male,Tier 1,6,1.88,4.93,3,1,0,0,0,1,Search Ads,Seasonal,15,79.41,106,0,0
34,18000,Female,Tier 3,6,3.66,6.8,3,0,0,0,0,1,SMS,Retargeting,25,85.87,209,1,1
31,77704,Male,Tier 3,5,5.02,7.39,2,3,1,0,0,0,Email,Discount,0,80.03,47,0,1
48,49099,Female,Tier 1,5,6.23,1.61,1,2,1,0,0,0,Email,New Arrival,15,47.14,175,0,0
41,48907,Male,Tier 1,6,3.31,5.63,3,3,0,0,1,0,SMS,Retargeting,25,98.61,50,0,0
52,81930,Female,Tier 3,7,3.76,9.81,2,0,0,0,0,1,Email,Discount,5,121.01,463,0,0
61,46432,Male,Tier 3,12,6.82,4.25,2,2,0,0,0,1,Social,Discount,25,79.94,31,0,0
62,39872,Male,Tier 3,2,3.4,5.8,3,4,1,0,0,0,SMS,New Arrival,20,101.41,48,1,0
51,50955,Male,Tier 1,4,3.06,7.54,0,3,0,0,0,1,Social,Discount,5,53.71,60,1,0
20,34612,Female,Tier 3,8,3.8,6.47,1,2,1,0,0,0,Email,Discount,25,51.02,47,0,0
54,61198,Male,Tier 1,4,3.36,3.4,0,0,0,0,0,1,Social,Discount,20,94.03,352,0,1
60,48274,Female,Tier 2,9,2.98,5.37,3,1,1,1,0,0,Email,Seasonal,5,125.77,129,1,1
57,45869,Female,Tier 3,15,1.89,3.02,2,4,0,0,0,0,Social,Retargeting,25,61.83,119,0,0
43,44310,Male,Tier 1,9,6.39,3.36,0,2,1,0,0,0,Email,New Arrival,15,74.55,100,0,0
40,53088,Female,Tier 3,6,4.83,7.72,2,2,0,0,0,0,Social,New Arrival,20,95.77,23,0,0
61,56503,Male,Tier 1,5,6.42,7.21,0,3,0,0,0,0,Search Ads,Retargeting,15,66.63,148,0,1
56,45640,Female,Tier 3,3,5.43,9.07,2,1,0,0,0,0,SMS,New Arrival,10,94.57,161,0,0
32,48542,Female,Tier 1,11,4.02,7.35,2,2,1,0,1,0,Email,Discount,15,51.45,94,0,1
66,53533,Male,Tier 3,6,1.49,5.22,1,2,0,0,0,0,Search Ads,Retargeting,15,93.06,89,0,0
21,51716,Male,Tier 1,8,2.64,3.47,1,1,1,1,0,0,SMS,Discount,20,73.04,48,0,0
46,55559,Male,Tier 2,4,3.48,8.29,1,4,0,0,0,0,Social,New Arrival,25,32.08,144,0,0
39,42820,Female,Tier 2,13,2.55,6.75,1,0,1,0,0,0,Email,Seasonal,20,49.06,793,0,0
42,73083,Male,Tier 1,6,1.27,7.1,0,0,1,0,0,0,Email,Discount,30,89.84,674,1,0
30,56743,Female,Tier 1,8,2.66,6.65,1,5,0,0,0,0,Social,Retargeting,20,120.68,167,0,0
35,45931,Male,Tier 2,12,3.71,7.87,1,1,1,0,1,0,Email,Discount,25,40.67,135,1,0
50,61199,Female,Tier 1,4,6.38,2.45,1,2,0,0,0,0,Search Ads,Seasonal,10,110.55,62,0,0
33,53661,Male,Tier 2,7,2.99,3.07,1,4,0,0,0,0,SMS,Retargeting,10,92.48,172,1,0
62,23791,Female,Tier 1,5,4.98,3.76,1,2,0,0,0,0,Email,Seasonal,10,108.79,97,1,1
59,61137,Female,Tier 3,4,2.53,6.23,0,5,0,0,1,1,Email,Retargeting,15,75.38,81,1,0
61,36649,Female,Tier 1,14,3.66,4.59,0,1,1,0,0,1,Search Ads,Discount,30,98.91,177,1,1
19,71820,Male,Tier 1,7,3.95,7.76,1,1,0,0,0,0,Search Ads,Seasonal,0,135.49,104,0,1
52,50649,Male,Tier 1,6,6.4,5.47,0,1,1,1,0,0,Social,Retargeting,15,85.73,4,0,0
59,69041,Male,Tier 1,9,1,10.14,0,3,0,0,0,0,Email,Retargeting,5,50.66,13,0,0
51,43656,Female,Tier 1,6,2.78,8.93,0,2,0,0,0,0,Social,New Arrival,20,123.49,26,0,0
47,56259,Male,Tier 1,4,4.37,5.78,0,2,0,0,0,0,Search Ads,Discount,0,95.91,141,0,0
30,76784,Female,Tier 3,9,4.63,2.78,1,1,1,0,0,0,Email,New Arrival,15,87.34,96,1,0
30,50158,Male,Tier 2,5,2.23,6.88,1,3,1,0,0,0,SMS,New Arrival,10,133.69,171,1,0
35,44365,Female,Tier 2,5,3.94,3.27,2,3,0,0,0,1,Social,Seasonal,0,122.22,140,0,0
49,66791,Female,Tier 1,7,4.02,3.55,0,2,0,0,0,0,Search Ads,Discount,10,94.39,120,1,0
49,66442,Female,Tier 2,10,6.21,4.71,0,1,0,0,0,0,Social,New Arrival,20,52.89,85,1,0
52,45123,Male,Tier 1,7,4.31,4.67,3,0,1,0,0,0,Email,Seasonal,5,68.97,468,1,0
56,19262,Male,Tier 2,3,3.79,6.61,0,1,1,0,0,0,Email,Discount,30,85.72,67,1,0
63,44020,Male,Tier 1,5,2.94,6.15,3,2,0,0,0,0,Email,Discount,0,79.18,7,0,1
69,67192,Male,Tier 1,3,4.91,3.48,2,4,1,1,0,0,Search Ads,Discount,10,65.79,7,0,1
46,41049,Female,Tier 1,12,3.62,4.91,4,4,0,0,0,0,Search Ads,Retargeting,20,74.19,43,0,0
66,54803,Female,Tier 3,9,3.15,2.78,1,2,0,0,0,1,Search Ads,Discount,10,111.54,176,1,0
46,43165,Female,Tier 1,4,2.53,6.3,3,2,1,1,1,0,SMS,Seasonal,15,86.21,154,1,1
61,20221,Male,Tier 2,14,3.55,1.78,1,1,0,0,0,0,Social,Retargeting,5,65.89,76,0,1
33,42841,Female,Tier 1,8,5.05,5.03,1,3,0,0,1,0,Email,Retargeting,20,99.74,116,1,1
61,67116,Female,Tier 2,10,3.23,4.21,1,2,0,0,0,0,Social,Seasonal,5,96.82,168,0,1
64,18000,Female,Tier 3,9,4.05,6.59,3,3,0,0,0,0,Search Ads,Discount,25,78.91,109,0,1
27,59539,Male,Tier 1,5,3.16,3.88,0,1,1,1,0,0,Email,Retargeting,15,46.73,66,0,0
47,33651,Male,Tier 1,12,4.26,3.8,2,2,1,1,0,0,Email,New Arrival,15,76.4,104,0,0
42,65952,Male,Tier 3,3,4.12,6.29,3,3,1,1,0,0,Email,Discount,25,79.69,143,0,1
56,67858,Female,Tier 2,5,2.82,6.4,1,4,1,0,0,0,Email,Seasonal,20,106.45,44,0,0
37,51905,Female,Tier 1,7,5.25,3.41,0,3,1,0,0,0,Search Ads,Retargeting,20,58.54,101,1,1
22,51946,Male,Tier 2,6,1.82,6.68,3,1,0,0,0,0,Email,Seasonal,25,71.7,162,0,0
18,40485,Male,Tier 2,7,5.7,10.41,1,3,0,0,0,1,Social,Seasonal,0,126.14,140,0,0
47,30779,Female,Tier 1,9,4.49,4.56,3,0,0,0,0,1,Search Ads,New Arrival,20,72.86,313,1,0
66,85566,Female,Tier 3,9,4.88,3.04,4,7,1,1,0,0,Search Ads,Seasonal,10,79.14,123,0,1
20,39429,Male,Tier 1,2,1.52,5.61,2,4,1,1,0,0,Search Ads,Retargeting,10,134.78,100,1,0
62,83220,Female,Tier 1,4,3.92,2.74,3,3,0,0,0,0,Social,Seasonal,0,53.16,138,0,0
31,39529,Female,Tier 2,9,6.3,4.98,1,1,1,1,0,0,Email,Discount,25,119.48,80,0,0
47,64453,Female,Tier 1,10,3.78,4.49,0,1,1,0,0,0,Email,Discount,20,68.53,125,1,0
67,34519,Male,Tier 1,4,4.2,6.88,1,2,0,0,1,1,Social,Discount,5,86.51,153,0,0
21,64421,Female,Tier 2,9,2.28,1.99,2,1,1,0,0,1,Email,Discount,10,88.77,40,0,0
35,49139,Female,Tier 3,5,1.84,2.34,0,1,0,0,0,0,Search Ads,New Arrival,15,73.02,176,0,0
54,49375,Male,Tier 3,6,4.35,6.26,0,7,1,1,0,0,SMS,Discount,15,51.76,87,0,1
42,65980,Female,Tier 3,11,2.98,6.58,3,3,1,0,0,1,Search Ads,Discount,15,60.18,60,1,1
65,46555,Female,Tier 3,8,3.17,1.21,0,2,0,0,0,0,Social,Discount,15,73.89,108,0,1
18,29293,Female,Tier 1,8,4.09,8.54,2,0,1,1,0,0,Search Ads,New Arrival,20,56.54,292,0,0
63,68704,Male,Tier 1,8,5.03,7.25,1,2,0,0,0,0,Search Ads,Discount,25,79.84,175,1,0
32,34374,Female,Tier 3,2,4.79,4.16,0,3,1,0,0,0,Email,New Arrival,10,57.25,124,0,1
26,64297,Female,Tier 1,5,4.15,5.69,0,2,0,0,0,0,Social,Discount,25,53.05,14,1,0
32,72514,Male,Tier 2,6,5.33,1.56,2,3,0,0,0,0,Email,New Arrival,5,32.5,101,1,0
66,48241,Female,Tier 2,10,5.57,6.91,5,1,0,1,0,0,Search Ads,Discount,5,130.54,130,0,1
41,76282,Female,Tier 1,10,3.8,3.81,2,1,0,0,0,0,Search Ads,Discount,10,77.05,37,0,0
21,63672,Female,Tier 3,3,6.5,4.79,2,4,0,0,0,0,Email,Discount,5,59.79,69,1,1
29,42474,Male,Tier 2,7,2.37,5.28,2,1,1,0,0,0,Search Ads,Seasonal,30,50.6,102,0,1
54,80226,Female,Tier 1,7,1.7,7.92,2,2,1,0,0,0,Email,Retargeting,10,63.64,22,0,0
54,34450,Male,Tier 3,8,6.08,6.43,3,5,0,0,0,0,SMS,Seasonal,20,24.1,70,1,1
60,48219,Male,Tier 1,7,2.95,4.78,1,2,0,0,0,0,Social,New Arrival,20,61.98,45,1,1
23,51286,Female,Tier 1,10,1,4.32,5,1,0,0,0,0,Search Ads,Discount,15,101.26,7,1,0
56,65894,Male,Tier 2,7,3.51,5.95,1,2,0,0,0,0,Search Ads,Seasonal,10,60.61,5,0,1
63,75078,Female,Tier 3,6,5.84,5.33,1,3,0,0,0,0,Social,New Arrival,15,98.53,154,0,0
41,73950,Male,Tier 2,7,3.54,5.02,0,4,1,0,0,0,Email,Discount,15,107.48,92,1,0
28,59027,Male,Tier 2,6,1.34,5.51,0,1,1,1,0,0,Email,Seasonal,30,99.32,47,0,0
30,49955,Male,Tier 2,10,3.57,4.96,0,1,0,0,0,0,SMS,Discount,15,81.02,87,0,0
51,22132,Female,Tier 1,7,3.72,2.37,5,1,1,0,0,0,Email,Retargeting,30,115.25,66,0,0
42,31345,Female,Tier 3,4,3.5,5.38,1,2,0,0,0,1,Social,Discount,15,113.72,149,0,0
24,86800,Female,Tier 3,7,2.92,5.46,0,3,0,0,0,1,Social,Discount,5,58.79,121,0,0
69,21951,Male,Tier 1,5,2.99,5.77,1,1,0,0,0,0,Search Ads,New Arrival,10,54.02,66,0,0
21,40879,Male,Tier 1,7,5.09,3.49,1,4,0,0,0,0,Email,Discount,20,66.78,2,1,0
25,75603,Female,Tier 3,7,3.13,3.9,1,0,0,0,0,0,SMS,Seasonal,15,70.68,453,1,0
37,58775,Male,Tier 3,8,4.24,8.78,0,5,1,0,1,0,Email,Retargeting,0,115.15,46,0,1
46,71705,Male,Tier 3,7,4.24,4.02,1,2,0,0,0,0,Social,Discount,0,103.95,9,0,1
68,64771,Female,Tier 3,8,3.08,6.52,0,2,0,0,0,0,SMS,Retargeting,10,84.05,142,1,0
62,81452,Male,Tier 2,6,2.87,3.91,2,5,0,0,0,0,SMS,Retargeting,15,85.14,68,1,1
63,60318,Female,Tier 2,6,4.1,1.72,2,3,0,0,0,0,Email,Retargeting,25,47.28,40,0,0
27,66942,Female,Tier 2,4,1.52,5.29,1,1,0,0,0,1,Social,New Arrival,15,112.99,150,0,0
60,41964,Male,Tier 1,9,6.99,6.73,1,1,0,0,0,0,SMS,Seasonal,20,85.36,15,0,1
51,65554,Male,Tier 2,9,3.14,4.83,1,3,1,1,0,0,Email,Seasonal,20,48.56,153,0,1
43,47870,Male,Tier 2,10,3.41,1.51,1,2,0,0,0,1,Social,Discount,15,29.48,64,1,0
58,46844,Female,Tier 2,4,5.1,1.03,3,0,0,0,0,0,Social,Seasonal,5,41.86,358,1,0
66,71105,Female,Tier 2,9,3.75,7.81,0,5,1,1,0,0,Email,Retargeting,25,82.21,160,1,0
20,71229,Male,Tier 1,8,3.37,5.47,0,1,0,0,0,0,Email,Seasonal,10,10,170,0,0
23,85392,Male,Tier 1,4,1.99,6.71,1,2,1,0,0,0,Email,New Arrival,10,44.95,145,0,0
22,84219,Female,Tier 1,9,4.15,5.96,0,1,1,0,0,0,Email,Retargeting,10,94.42,126,1,0
22,71512,Female,Tier 1,3,3.18,3.2,0,4,1,0,0,0,Email,Discount,0,66.9,162,1,1
64,24032,Male,Tier 1,4,7.12,4.99,2,4,0,0,0,0,Email,Retargeting,15,26.74,47,0,1
40,87898,Male,Tier 3,11,3.69,2.11,2,5,1,0,0,0,Email,Retargeting,10,61.06,170,0,1
66,71523,Male,Tier 1,8,1,7.39,0,3,0,0,0,0,Search Ads,New Arrival,15,77.07,94,1,0
26,41215,Female,Tier 1,6,5.43,6.14,3,0,0,0,0,0,Email,Retargeting,15,108.18,741,0,0
52,68120,Female,Tier 2,5,2.5,6.98,1,2,0,0,0,0,Email,Retargeting,15,93.63,109,1,0
37,36329,Male,Tier 2,4,4.16,8.08,3,0,1,0,0,0,Email,Retargeting,10,92.56,360,1,0
66,66135,Female,Tier 1,7,6.11,4.79,2,3,0,0,1,0,Search Ads,Seasonal,20,101.59,14,0,0
59,31307,Male,Tier 2,10,3.54,4.02,1,3,0,0,0,1,Social,Seasonal,15,29.76,67,0,1
52,40452,Male,Tier 2,6,3.69,5.29,1,1,0,0,0,1,Social,Discount,5,117.34,20,0,1
67,67779,Male,Tier 1,7,5.4,8.04,2,4,0,0,0,0,Social,Seasonal,25,117.41,151,1,1
35,74312,Female,Tier 1,11,6.14,2.37,3,6,0,0,0,0,Email,Retargeting,5,61.64,23,0,1
34,60858,Female,Tier 3,5,3.79,5.54,2,1,0,0,0,0,Search Ads,Discount,20,10,149,0,0
41,49849,Female,Tier 3,8,7.03,7.11,1,2,0,0,0,0,Email,Discount,20,119.88,172,0,1
20,18000,Male,Tier 2,13,1.39,6.12,3,3,1,0,0,0,SMS,Seasonal,0,10,133,0,0
49,51238,Male,Tier 1,8,2.65,7.65,1,1,1,0,0,0,Email,Retargeting,25,91.35,52,0,0
52,64603,Male,Tier 1,10,3.28,2.43,0,4,0,0,0,1,Search Ads,Discount,10,66.47,167,0,0
55,49298,Female,Tier 2,5,5.58,7.67,2,3,0,0,0,0,Email,New Arrival,20,61.96,22,0,1
30,54594,Male,Tier 1,1,4.35,4.25,2,2,0,0,0,1,Social,New Arrival,10,67.04,69,0,0
64,51659,Female,Tier 1,6,2.99,1.31,3,3,0,0,0,0,Email,Seasonal,15,83.98,149,1,0
42,49209,Male,Tier 2,6,2.31,4.85,2,1,0,0,0,0,SMS,New Arrival,30,15.68,133,0,0
26,56366,Male,Tier 1,3,1.76,3.82,1,4,1,0,1,0,Email,New Arrival,15,74.28,77,1,1
21,50091,Male,Tier 2,9,4.77,5.17,2,2,0,0,0,0,Search Ads,Retargeting,10,37.16,124,0,0
31,80979,Male,Tier 3,4,3.42,2.46,0,3,0,0,0,0,Email,New Arrival,15,64.88,11,0,1
54,18000,Male,Tier 1,8,5.52,5.25,1,2,0,0,0,0,Social,Discount,20,84.86,67,0,0
51,45175,Male,Tier 3,5,1.85,4.35,4,3,1,1,0,0,Social,Retargeting,15,106.28,68,1,1
28,39335,Female,Tier 1,15,4.64,9.48,1,3,0,0,1,0,Search Ads,Seasonal,25,57.95,113,0,1
58,58944,Female,Tier 3,7,3.94,5.85,2,3,0,0,0,0,Search Ads,Discount,25,133.71,137,1,0
20,56389,Male,Tier 1,1,3.08,5.96,2,4,0,0,0,1,Search Ads,Seasonal,5,53.19,94,0,0
45,84199,Male,Tier 1,6,3.19,5.04,4,1,1,0,0,0,Email,New Arrival,20,53.97,51,1,1
46,90121,Male,Tier 2,10,4.15,8,1,3,1,0,0,1,Email,Discount,30,110.86,60,0,1
26,41084,Male,Tier 1,5,3.95,6.47,2,2,1,1,0,0,SMS,Discount,10,72.57,45,1,1
20,55009,Male,Tier 3,8,2.66,8.53,0,3,1,0,0,0,Social,Discount,10,85.41,58,1,0
42,58533,Female,Tier 1,5,4.77,7.61,2,1,0,0,0,1,SMS,Discount,0,65.33,76,1,0
51,40639,Male,Tier 1,4,5.81,4.73,2,1,0,0,0,0,Social,Discount,5,68.79,49,1,0
29,66311,Male,Tier 2,6,3.63,6.96,2,1,1,0,0,0,Email,Discount,30,90.49,141,0,0
59,50689,Male,Tier 1,6,4.87,7.13,2,3,0,0,0,0,Email,Retargeting,10,118.13,149,0,0
26,35783,Male,Tier 1,6,3.76,7.39,1,3,0,0,0,0,Social,Retargeting,10,84.21,21,0,0
32,49968,Female,Tier 2,6,7.62,6.3,4,2,0,1,0,1,Search Ads,Retargeting,10,92.86,155,0,1
57,37042,Male,Tier 2,6,4.02,2.81,5,5,0,0,0,1,Search Ads,Discount,5,109.45,69,0,0
42,73660,Male,Tier 3,8,5.05,5.44,3,2,1,0,0,0,Email,Discount,15,66.05,81,1,0
22,89228,Female,Tier 3,7,5.75,5.72,0,1,0,0,0,0,Search Ads,New Arrival,20,50.62,55,0,1
28,59407,Male,Tier 1,8,3.04,5.64,2,0,0,0,0,0,Social,Discount,15,49.27,776,0,0
51,57003,Female,Tier 2,12,5.06,7.79,2,1,0,0,0,0,Social,Retargeting,0,53.42,16,0,0
41,57744,Female,Tier 1,11,5.29,4.21,0,5,0,0,1,0,Email,New Arrival,20,48.68,150,1,0
32,76280,Male,Tier 2,4,4.64,5.77,3,3,0,0,0,1,Social,Seasonal,25,112.99,87,1,1
55,75893,Female,Tier 1,9,5.14,5.36,0,0,0,0,0,0,Email,Discount,15,23.47,327,0,0
25,52918,Male,Tier 3,8,3.03,6.87,3,0,0,0,0,0,Search Ads,New Arrival,10,97.72,563,0,0
22,59547,Female,Tier 2,5,7.22,9.12,0,2,0,0,0,0,SMS,New Arrival,10,43.25,177,1,1
65,66748,Male,Tier 3,5,1,6.75,1,3,0,0,0,0,Search Ads,Discount,10,133.74,72,0,0
43,34522,Male,Tier 3,6,2.74,6.61,2,0,0,0,0,0,Social,Retargeting,20,92.08,993,0,0
35,76827,Female,Tier 3,10,1.99,3.46,0,3,1,1,0,0,Email,Discount,20,53.71,49,0,0
23,86227,Female,Tier 3,4,6.58,2.41,2,5,1,0,0,0,Social,Retargeting,10,63.75,105,1,1
54,75971,Female,Tier 1,7,3.8,6.01,1,3,0,0,0,0,Social,Discount,10,77.48,102,0,0
65,32579,Female,Tier 1,8,2.58,5.13,2,1,0,0,0,0,Social,Seasonal,15,99.07,66,0,0
30,19540,Male,Tier 1,10,3.09,6.42,6,2,0,0,0,0,Email,Discount,5,90.08,62,0,1
45,67757,Male,Tier 1,4,1.71,4.27,3,4,1,0,0,1,Search Ads,New Arrival,25,79.6,120,1,0
22,41317,Male,Tier 2,5,4.94,8.31,0,2,1,0,0,0,Social,Discount,20,58.79,121,1,1
30,60168,Male,Tier 2,11,5.09,3.11,3,3,0,0,0,0,Email,Discount,15,71.3,160,0,1
34,82633,Male,Tier 2,7,4.46,5.11,0,1,0,0,0,0,Social,Retargeting,5,120.26,13,1,0
67,43175,Female,Tier 3,6,2.93,4.72,0,6,0,0,0,1,Search Ads,Retargeting,25,143.84,170,0,1
57,48204,Male,Tier 3,8,6.29,7.7,5,2,0,0,0,0,Social,Retargeting,15,113.08,10,0,1
62,59981,Male,Tier 1,8,5.17,5.04,1,0,0,0,0,0,SMS,New Arrival,20,51.32,354,0,0
49,31645,Male,Tier 1,3,1.38,4.34,1,2,0,1,0,1,Social,Seasonal,0,122.98,58,1,0
46,41359,Female,Tier 1,9,3.71,5.66,2,6,1,1,0,0,Email,Discount,10,70.08,25,0,1
68,55447,Female,Tier 1,4,2.26,3.92,0,1,0,0,0,1,Social,Discount,15,80.1,71,0,0
20,49592,Female,Tier 2,8,6.21,5.46,2,2,0,0,0,0,Social,Seasonal,15,42.13,124,1,0
57,65951,Male,Tier 2,5,3.33,5.24,2,2,0,0,0,0,Email,Seasonal,10,83.41,62,1,0
51,104788,Female,Tier 2,11,1.93,11.28,0,1,1,1,0,0,Email,Retargeting,5,56.45,61,0,1
57,56784,Male,Tier 3,9,3.78,4.58,1,2,1,0,0,0,Email,Discount,10,121.27,173,0,0
44,39849,Female,Tier 3,4,6.38,5.32,2,1,0,0,1,0,SMS,Discount,20,156.33,27,0,1
30,80528,Female,Tier 1,9,5.3,5.94,3,4,1,1,0,0,Email,New Arrival,5,79.95,52,0,1
62,26401,Male,Tier 2,5,3.22,6.05,1,2,0,0,0,0,Search Ads,Retargeting,15,94.32,43,0,0
50,30000,Female,Tier 1,8,3.74,7.59,0,1,0,0,0,0,Social,Discount,15,70.77,28,0,0
23,44288,Female,Tier 1,9,5.49,9.34,1,3,0,0,0,0,Social,Retargeting,20,83.6,21,0,1
41,49908,Male,Tier 1,6,6.09,3.9,2,1,0,0,0,0,SMS,Discount,5,62.26,162,0,0
36,43857,Female,Tier 1,4,1.67,6.38,3,2,0,0,0,0,Email,Seasonal,10,89.34,85,1,0
33,54433,Male,Tier 1,7,4.23,5.17,1,2,0,0,0,0,Email,New Arrival,10,92.05,47,0,0
57,59945,Male,Tier 1,10,3.47,6.16,3,2,0,0,0,0,Search Ads,Seasonal,5,88.96,27,1,0
45,74241,Male,Tier 2,9,3.27,7.72,3,3,0,0,0,1,Social,Retargeting,15,102.4,15,1,0
50,56641,Male,Tier 2,10,6.01,8.76,3,5,0,0,0,0,Social,New Arrival,10,69.07,5,0,0
65,44885,Female,Tier 1,6,1.97,7.25,1,2,0,0,0,0,Email,Discount,30,160.7,64,0,0
58,73264,Male,Tier 1,9,5.21,6.13,2,1,0,0,0,0,Email,New Arrival,15,60.42,17,0,1
30,40281,Female,Tier 3,4,1,7.55,3,2,0,0,0,0,Search Ads,Discount,0,60.11,136,0,0
60,25613,Male,Tier 1,6,2.91,3.82,2,2,1,0,0,0,Email,Seasonal,15,10,57,0,0
62,76707,Female,Tier 3,7,4.05,4.05,1,5,0,0,0,0,Email,Discount,25,102.77,57,0,1
42,75553,Female,Tier 2,11,2.03,5.84,1,2,1,1,0,0,Email,Seasonal,25,10,48,0,0
59,40739,Female,Tier 1,5,7.31,7.83,1,3,1,0,0,1,Social,Discount,30,69.75,88,0,0
53,47816,Male,Tier 1,11,2.92,4.91,0,5,0,0,0,1,Search Ads,Discount,25,57.44,128,1,1
44,38495,Male,Tier 1,10,2.8,5.12,1,0,0,0,0,0,Email,Discount,5,36.84,581,0,0
55,60879,Male,Tier 1,7,2.96,1.54,3,3,0,0,0,0,SMS,Retargeting,0,81.92,42,0,0
24,86177,Female,Tier 1,4,4.88,10.28,0,5,0,0,0,0,Social,New Arrival,15,133.02,54,0,0
22,67652,Female,Tier 2,10,5.36,5.04,1,1,0,0,1,0,Search Ads,Discount,20,101.9,144,0,0
60,73643,Male,Tier 1,5,3.34,0.5,1,6,0,0,0,0,Social,Discount,5,57.11,85,0,0
62,69755,Male,Tier 2,5,4.47,5.83,3,0,0,0,0,0,Search Ads,New Arrival,5,139.7,895,0,0
68,54998,Female,Tier 2,7,4.59,6.45,1,1,0,0,0,0,Social,Discount,30,58.01,145,0,1
48,74500,Male,Tier 1,3,1.84,5.04,0,1,0,0,0,0,SMS,Seasonal,30,112.81,172,1,0
40,68411,Female,Tier 1,7,3.82,3.68,1,2,1,0,0,0,Social,Retargeting,5,27.87,33,0,0
59,80910,Female,Tier 1,10,3.05,7.3,1,4,0,0,0,0,Search Ads,Discount,10,73.03,139,0,0
27,46728,Female,Tier 1,10,1.67,7.07,0,1,1,0,0,0,Social,Discount,25,44.34,168,0,1
49,23714,Male,Tier 2,9,4.32,6.55,2,6,1,0,0,0,Social,Discount,15,142.32,165,0,1
60,73815,Male,Tier 1,2,5.52,3.97,1,1,0,0,0,0,Email,Retargeting,20,59.23,75,1,0
47,61296,Female,Tier 2,4,4.07,4.28,1,1,0,0,0,1,Social,Seasonal,10,49.37,28,0,0
56,49671,Female,Tier 1,9,1,4.8,3,3,0,0,0,1,Social,Retargeting,20,93.95,107,1,0
48,50677,Male,Tier 1,5,3.31,4.67,5,4,0,0,1,0,Search Ads,Retargeting,10,72.51,158,0,1
35,100984,Male,Tier 2,3,2.66,6.75,1,2,0,0,0,0,Social,Discount,25,144.41,174,0,0
